" Liczba punktów, jaką uzyskali uczniowie przyjęci do szkół ponadgimnazjalnych w roku szkolnym 2018/2019 ",,,,,,
Dane z 12.07.2018 r. (listy przyjętych w rekrutacji zasadniczej),,,,,,
,,,,,,
Dzielnica szkoły,typ szkoły,Nazwa szkoły,Grupa rekrutacyjna/oddział,Minimum,Średnia,Maksimum
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1D [O] fiz-inf-mat (ang-fra,niem)","155,4","162,19","182,8"
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1E [O] geogr-mat-hiszp-niem (ang-hisz,niem)","152,8","157,59",176
Wola,LO,XXIV Liceum Ogólnokształcące im. Cypriana Kamila Norwida,"1F [O] biol-chem (ang-niem,ros)","151,2","155,98","164,8"
Wola,LO,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,"1a [O] pol-hist-wos (ang-fra*,hisz*,niem*,ros,wlo)","119,6","130,69","151,8"
Wola,LO,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,"1b [O] ang-mat (ang-fra*,hisz*,niem*,ros,wlo)","130,2","138,20","157,6"
Wola,LO,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,"1c [O] biol-chem (ang-fra*,hisz*,niem*,ros,wlo)","130,4","142,72","160,4"
Wola,LO,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,"1d [O] ang-geogr (ang-hisz,niem)","122,8","135,03","162,6"
Wola,LO,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,"1e [D] geogr-wos (ang-fra*,hisz*,niem*,ros,wlo)","79,37*","125,46*","175,71*"
Wola,LO,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,"1a Mat-fiz [D] mat-fiz (ang-fra*,hisz*,niem*)","192,71*","199,72*","
laureat/ci"
Wola,LO,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,"1B1/B2 Biol-chem [D] biol-chem (ang-fra*,hisz*,niem*)","187,65*","194,66*","
laureat/ci"
Wola,LO,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,"1c Mat-społ [D] mat (ang-fra*,hisz*,niem*)","191,76*","199,09*","
laureat/ci"
Wola,LO,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,"1d Human-społ [D] pol (ang-fra*,hisz*,niem*)","186,66*","192,70*","
laureat/ci"
Wola,LO,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,"1E/F Pre-DP [M] (ang-fra*,hisz*,niem*)","199,32*","207,07*","
laureat/ci"
Żoliborz,Br.I st.,Branżowa Szkoła I stopnia nr 11,1 IGP [O] Lakiernik (ang),"42,2","70,62","119,4"
Żoliborz,Br.I st.,Branżowa Szkoła I stopnia nr 11,1K [O] Kierowca mechanik (ang),"54,8","74,40","101,8"
Żoliborz,Br.I st.,Branżowa Szkoła I stopnia nr 11,1 MZA [O] Mechanik pojazdów samochodowych (ang),"52,2","77,28","116,2"
Żoliborz,LO,CXIV Liceum Ogólnokształcące im. Jana Kilińskiego,1a [O] pol-hist-h.szt. (ang-niem),"99,4","115,71","139,2"
Żoliborz,LO,CXIV Liceum Ogólnokształcące im. Jana Kilińskiego,1b [O] pol-hist-h.szt. (ang-niem),95,"111,09",133
Żoliborz,LO,CXIV Liceum Ogólnokształcące im. Jana Kilińskiego,1c [O] ang-wos-biol (ang-niem),"67,2","98,98","169,8"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1A-dziennikarska [O] pol (ang-hisz*,niem*,fra*,ros*)",126,"135,25","159,6"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1B-matematyczna [O] mat (ang-fra*,hisz*,niem*,ros*)","138,6","147,72","161,6"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1B-mat-info [O] mat (ang-fra*,hisz*,niem*,ros*)","141,2","150,70","163,6"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1C-ogólna-angielska [O] ang (ang-fra*,hisz*,niem*,ros*)",132,"140,61","167,6"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1D-artystyczna [I-o] pol (ang-fra*,hisz*,ros*,niem*)","122,2","130,00","143,6"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1F-medyczna [O] biol (ang-fra*,hisz*,niem*,ros*)","132,2","144,18","166,4"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1G-prawnicza [O] hist (ang-fra*,hisz*,niem*,ros*)","119,6","129,22","158,8"
Żoliborz,LO,I Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Bolesława Limanowskiego,"1H-biologiczna [I-o] biol (ang-fra*,hisz*,niem*,ros*)","128,2","135,23","149,6"
Żoliborz,LO,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",1a [O] ang (ang-ros*),"174,8","181,02","
laureat/ci"
Żoliborz,LO,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",1b [O] niem (niem*-ang*),"175,2","181,10","190,8"
Żoliborz,LO,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",1c [O] franc (fra*-ang),"174,6","178,30","
laureat/ci"
Żoliborz,LO,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",1d [O] hiszp (hisz*-ang),175,"180,40","
laureat/ci"
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""","1A [O] Technik elektronik (ang-niem*,ros*)","111,6","128,11","168,4"
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""","1 CDEF [O] Technik informatyk (ang-hisz*,niem*,ros*)","134,6","146,77","
laureat/ci"
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""","1H [O] Technik elektryk (ang-niem*,ros*)","94,8","111,50","
laureat/ci"
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""","1I [O] Technik teleinformatyk (ang-niem*,ros*)",117,"126,58","152,2"
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy Armii Krajowej ""Żywiciel""","1J [O] Technik urządzeń dźwigowych (ang-niem*,ros*)","81,8","99,88",134
Żoliborz,T,Technikum Elektryczne nr 2 im. Synów Pułku,1A [O] Technik elektryk (ang-niem),46,"73,85","98,6"
Żoliborz,T,Technikum Elektryczne nr 2 im. Synów Pułku,1E [O] Technik teleinformatyk (ang-niem),85,"99,51","130,4"
Żoliborz,T,Technikum Mechaniczne nr 7 im. Jana Kilińskiego,1top [O] Technik optyk (ang-niem),"56,4","98,18","145,8"
Żoliborz,T,Technikum Mechaniczne nr 7 im. Jana Kilińskiego,1 tor [O] Technik organizacji reklamy (ang-niem),"52,8","82,81","123,8"
Żoliborz,T,Technikum Samochodowe nr 3,"1 PZM,AP,PW [O] Technik pojazdów samochodowych (ang-niem*,ros*)","45,4","87,59","152,8"
Żoliborz,T,Technikum Samochodowe nr 3,1TW [O] Technik mechatronik (ang-niem*),"52,4","101,55","144,2"
Żoliborz,T,Technikum Samochodowe nr 3,1WT [O] Technik logistyk (ang-niem*),51,"78,61","101,4"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,1b Biol [D] biol (fra-ang),"136,2*","158,91*",173*
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,1 A hist [D] hist (fra-ang),"139,33*","157,45*","
laureat/ci"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,"1B [O] mat-ang (ang-fra,hisz,ros)","157,6","162,14","184,4"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,1C [O] hist-franc (fra*-ang),"136,8","144,77","156,6"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,1D [D] mat (fra-ang),"78,26*","148,43*","173,46*"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,1E [O] biol-franc (fra*-ang),"143,2","151,63","169,8"
Żoliborz,LO,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,"1F [O] mat (ang-fra,hisz,ros)",155,"159,88","173,6"
,,,,,,
,,"* wraz z punktami za sprawdzian kompetencji językowych, uzdolnień kierunkowych",,,,
,,** liczba punktów wyłącznie za próbę sprawności fizycznej,,,,
,,laureat/ci - laureaci i finaliści ogólnopolskich olimpiad przedmiotowych oraz laureaci konkursów przedmiotowych o zasięgu wojewódzkim lub ponadwojewódzkim,,,,
