Symbol oddziału,Nazwa krótka oddziału,Przedmioty rozszerzone,Zawód,Nazwa szkoły,Ulica szkoły,Nr budynku szkoły,Kod pocztowy szkoły,Dzielnica,Miejscowość szkoły,Gmina szkoły,Powiat szkoły,Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS),Uprawnienia publiczne,Nazwa Punktu Naboru,Miejscowość Punktu Naboru,Nazwa organu prowadzącego,Miejscowość organu prowadzącego,Liczba miejsc w oddziale,Liczebność podstawowa oddziału,Krotność oddziału (l. miejsc/liczebność podst.),Cykl kształcenia,Maksimum punktowe,Ze sprawdzianem uzdolnień (tak/nie),Typ szczególny
1BO,[I-o] biol-ang-pol (ang-niem),"biologia, język angielski, język polski",,CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka,ul. Bartnicza,2,03-358,Targówek,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół z Oddziałami Integracyjnymi nr 41,Warszawa,Targówek,Warszawa,15,20,0.75,4,200.00000,tak,integracyjny cz. ogólnodostępna
1AI,[O] Technik informatyk (ang*-niem*),,Technik informatyk,Technikum nr 8 im. Jana Karskiego,ul. Dzieci Warszawy,42,02-495,Ursus,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 42,Warszawa,Ursus,Warszawa,64,32,2,5,200.00000,nie,ogólnodostępny
1TOT,[O] Technik organizacji turystyki (ang*-niem*),,Technik organizacji turystyki,Technikum nr 8 im. Jana Karskiego,ul. Dzieci Warszawy,42,02-495,Ursus,Warszawa,Warszawa (m),Warszawa,TECH,szkoła publiczna,Zespół Szkół nr 42,Warszawa,Ursus,Warszawa,32,32,1,5,200.00000,nie,ogólnodostępny
1B,[O] wielozawodowa (ang*),,wielozawodowa,Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego,ul. Dzieci Warszawy,42,02-495,Ursus,Warszawa,Warszawa (m),Warszawa,BR1St,szkoła publiczna,Zespół Szkół nr 42,Warszawa,Ursus,Warszawa,32,32,1,3,200.00000,nie,ogólnodostępny
1PA,"[O] ang-hiszp-niem (ang-hisz*,niem*)","język angielski, język hiszpański, język niemiecki",,LX Liceum Ogólnokształcące im. Wojciecha Górskiego,ul. Lwa Tołstoja,2,01-910,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 49,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1PB,"[O] hist-wos (ang-hisz*,niem*)","historia, wiedza o społeczeństwie",,LX Liceum Ogólnokształcące im. Wojciecha Górskiego,ul. Lwa Tołstoja,2,01-910,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 49,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1PC,"[O] ang-geogr (ang-hisz*,niem*)","język angielski, geografia",,LX Liceum Ogólnokształcące im. Wojciecha Górskiego,ul. Lwa Tołstoja,2,01-910,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 49,Warszawa,Bielany,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1dboks/zapasy,[MS] biol-geogr (ang-hisz),"biologia, geografia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,12,30,0.4,4,100.00000,tak,mistrzostwa sportowego
1apiłkaręczna,[MS] biol-chem (ang-niem),"biologia, chemia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,20,30,0.666666667,4,100.00000,tak,mistrzostwa sportowego
1afit/kulturystyka,[MS] biol-chem (ang-niem),"biologia, chemia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,10,30,0.333333333,4,100.00000,tak,mistrzostwa sportowego
1dszermierka/strzel,[MS] biol-geogr (ang-hisz),"biologia, geografia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,4,30,0.133333333,4,100.00000,tak,mistrzostwa sportowego
1gpiłkanożna,[MS] geogr-wos (ang-niem),"geografia, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,15,30,0.5,4,100.00000,tak,mistrzostwa sportowego
1fkoszykówka/ch,[MS] biol-chem (ang-hisz),"biologia, chemia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,30,30,1,4,100.00000,tak,mistrzostwa sportowego
1cpiłkanożna,[MS] biol-geogr (ang-hisz),"biologia, geografia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,15,30,0.5,4,100.00000,tak,mistrzostwa sportowego
1bkajakarstwo,[MS] pol-wos (ang-niem),"język polski, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,5,30,0.166666667,4,100.00000,tak,mistrzostwa sportowego
1bpięciobójnowoczes,[MS] pol-wos (ang-niem),"język polski, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,8,30,0.266666667,4,150.00000,tak,mistrzostwa sportowego
1btriathlon,[MS] pol-wos (ang-niem),"język polski, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,2,30,0.066666667,4,100.00000,tak,mistrzostwa sportowego
1bpływanie,[MS] pol-wos (ang-niem),"język polski, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,15,30,0.5,4,850.00000,tak,mistrzostwa sportowego
1djudo/taekwondo,[MS] biol-geogr (ang-hisz),"biologia, geografia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,14,30,0.466666667,4,100.00000,tak,mistrzostwa sportowego
1epiłkasiatkowam,[MS] geogr-wos (ang-niem),"geografia, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,20,30,0.666666667,4,100.00000,tak,mistrzostwa sportowego
1epiłkasiatkowadz,[MS] geogr-wos (ang-niem),"geografia, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,10,30,0.333333333,4,100.00000,tak,mistrzostwa sportowego
1glekkoatletyka,[MS] geogr-wos (ang-niem),"geografia, wiedza o społeczeństwie",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,15,30,0.5,4,480.00000,tak,mistrzostwa sportowego
1clekkoatletyka,[MS] biol-geogr (ang-hisz),"biologia, geografia",,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,ul. Samuela Bogumiła Lindego,20,01-952,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,Warszawa,Bielany,Warszawa,15,30,0.5,4,480.00000,tak,mistrzostwa sportowego
"1A,1B/1",[O] fiz-ang-mat (ang-niem*),"fizyka, język angielski, matematyka",,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,ul. Leopolda Staffa,5-Mar,01-891,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,Warszawa,Bielany,Warszawa,45,30,1.5,4,200.00000,nie,ogólnodostępny
1B/2,[O] mat-fiz-ang (ang-hisz),"matematyka, fizyka, język angielski",,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,ul. Leopolda Staffa,5-Mar,01-891,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1C,[O] mat-geogr-ang (ang-niem*),"matematyka, geografia, język angielski",,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,ul. Leopolda Staffa,5-Mar,01-891,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,Warszawa,Bielany,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1D,[O] mat-biol-chem (ang-niem*),"matematyka, biologia, chemia",,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,ul. Leopolda Staffa,5-Mar,01-891,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,CXXII Liceum Ogólnokształcące im. Ignacego Domeyki,Warszawa,Bielany,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
0A,[DW] (fra-ang),,,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,30,30,1,5,213.00000,tak,wstępny
1B,"[O] geogr-ang-mat (ang-fra,hisz)","geografia, język angielski, matematyka",,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1C,[O] geogr-hist-wos (ang-fra),"geografia, historia, wiedza o społeczeństwie",,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1E,[O] biol-chem-mat (ang-fra),"biologia, chemia, matematyka",,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1D,[D] biol-chem-mat (fra-ang),"biologia, chemia, matematyka",,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,21,21,1,4,207.80000,tak,dwujęzyczny
1F,[D] hist-ang-pol (fra-ang),"historia, język angielski, język polski",,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefanii Sempołowskiej,ul. ks. Jerzego Popiełuszki,5,01-756,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,Warszawa,Żoliborz,Warszawa,9,9,1,4,207.80000,tak,dwujęzyczny
1A,[O] ang (ang-ros*),język angielski,,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",ul. Elbląska,51,01-737,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",Warszawa,Żoliborz,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1B,[O] niem (niem*-ang),język niemiecki,,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",ul. Elbląska,51,01-737,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",Warszawa,Żoliborz,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1C,[O] franc (fra*-ang),język francuski,,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",ul. Elbląska,51,01-737,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",Warszawa,Żoliborz,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1D,[O] hiszp (hisz*-ang),język hiszpański,,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",ul. Elbląska,51,01-737,Żoliborz,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",Warszawa,Żoliborz,Warszawa,32,32,1,4,200.00000,nie,ogólnodostępny
1Ah,[O] fiz-mat (ang-hisz),"fizyka, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1An,[O] fiz-mat (ang-niem),"fizyka, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Bh,[O] hist-pol-wos (ang-hisz),"historia, język polski, wiedza o społeczeństwie",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Bw,[O] hist-pol-wos (ang-wlo),"historia, język polski, wiedza o społeczeństwie",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Ch,[O] biol-chem-mat (ang-hisz),"biologia, chemia, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Cw,[O] biol-chem-mat (ang-wlo),"biologia, chemia, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1Dn,[O] geogr-mat (ang-niem),"geografia, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1E,[O] pol-ang-hiszp (ang-hisz),"język polski, język angielski, język hiszpański",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1Dh,[O] geogr-mat (ang-hisz),"geografia, matematyka",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,15,30,0.5,4,200.00000,nie,ogólnodostępny
1F,[O] ang-niem-pol (ang-niem),"język angielski, język niemiecki, język polski",,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,ul. Gwiaździsta,35,01-651,Bielany,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawa,Bielany,Warszawa,30,30,1,4,200.00000,nie,ogólnodostępny
1a1,[O] geogr-ang-hiszp (ang-hisz),"geografia, język angielski, język hiszpański",,CX Liceum Ogólnokształcące im. Roberta Schumana,ul. Jana III Sobieskiego,68,02-930,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 59,Warszawa,Mokotów,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
1a2,[O] geogr-ang-niem (ang-niem),"geografia, język angielski, język niemiecki",,CX Liceum Ogólnokształcące im. Roberta Schumana,ul. Jana III Sobieskiego,68,02-930,Mokotów,Warszawa,Warszawa (m),Warszawa,LO,szkoła publiczna,Zespół Szkół nr 59,Warszawa,Mokotów,Warszawa,16,32,0.5,4,200.00000,nie,ogólnodostępny
