Nr systemowy oddziału;Symbol oddziału;Nazwa krótka oddziału;Przedmioty rozszerzone;Zawód;Symbol klasyfikacyjny zawodu;Nr systemowy szkoły;REGON szkoły;Nazwa szkoły;Ulica szkoły;Nr budynku szkoły;Kod pocztowy szkoły;Dzielnica;Miejscowość szkoły;Kod SIMC miejscowości szkoły;Gmina szkoły;Kod TERC gminy szkoły;Powiat szkoły;Kod TERC powiatu szkoły;Województwo szkoły;Kod TERC województwa szkoły;Typ szkoły (LO/LP/TECH/BR1St/LU/TU/PS);Uprawnienia publiczne;Nr systemowy Punktu Naboru;Nazwa Punktu Naboru;Miejscowość Punktu Naboru;Nr systemowy organu prowadzącego;Nazwa organu prowadzącego;Miejscowość organu prowadzącego;Liczba miejsc w oddziale;Liczebność podstawowa oddziału;Krotność oddziału (l. miejsc/liczebność podst.);Cykl kształcenia;Maksimum punktowe;Ze sprawdzianem uzdolnień (tak/nie);Typ szczególny;Liczba chętnych ogółem;Liczba chętnych z orzeczeniem o potrzebie kształcenia specjalnego;Liczba chętnych ogółem z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z negatywnie rozpatrzonymi wnioskami;Liczba chętnych ogółem z nierozpatrzonymi wnioskami;Liczba chętnych ogółem z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych ogółem z nierozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji łącznie;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi wnioskami;Liczba chętnych z I preferencji z nierozpatrzonymi wnioskami;Liczba chętnych z I preferencji z pozytywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z negatywnie rozpatrzonymi osiągnięciami;Liczba chętnych z I preferencji z nierozpatrzonymi osiągnięciami;Liczba zarezerwowanych miejsc;Liczba rezerwacji potwierdzonych;Liczba rezerwacji niepotwierdzonych;Liczba potencjalnych kandydatów niezakwalifikowanych do tego oddziału;Liczba kandydatów zakwalifikowanych;Liczba kandydatów przyjętych
3486;1D4;[D] biol-chem (fra-ang);biologia, chemia;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;13;31;0.4193548387;4;205.20000;tak;dwujęzyczny;61;0;60;1;0;60;1;0;15;14;1;0;14;1;0;2;2;0;5;11;13
3600;1Z;[DW] franc (fra-ang);język francuski;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;31;31;1;5;213.00000;tak;wstępny;99;3;99;0;0;97;2;0;31;31;0;0;29;2;0;0;0;0;7;31;31
3629;1A1;[O] h.szt.-pol-ang (ang-fra);historia sztuki, język polski, język angielski;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;11;31;0.3548387097;4;200.00000;nie;ogólnodostępny;305;3;302;2;1;298;6;1;32;31;0;1;30;1;1;0;0;0;81;11;11
5038;1A2;[O] antyk-pol-ang (ang-fra);język łaciński i kultura antyczna, język polski, język angielski;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;10;31;0.3225806452;4;200.00000;nie;ogólnodostępny;189;5;187;2;0;186;3;0;8;8;0;0;8;0;0;0;0;0;36;10;9
5062;1A3;[O] ang-pol-wos (ang-fra);język angielski, język polski, wiedza o społeczeństwie;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;10;31;0.3225806452;4;200.00000;nie;ogólnodostępny;367;3;366;1;0;364;3;0;26;26;0;0;26;0;0;0;0;0;80;10;10
5072;1D2;[D] antyk-pol-hist (fra-ang);język łaciński i kultura antyczna, język polski, historia;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;5;31;0.1612903226;4;205.20000;tak;dwujęzyczny;26;0;26;0;0;25;1;0;5;5;0;0;5;0;0;2;2;0;4;3;5
5076;1D3;[D] wos-pol-hist (fra-ang);wiedza o społeczeństwie, język polski, historia;;;106;798883;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;ul. Klonowa;16;00-591;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;86;XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej;Warszawa;9;Śródmieście;Warszawa;8;31;0.2580645161;4;205.20000;tak;dwujęzyczny;48;0;48;0;0;47;1;0;9;9;0;0;9;0;0;0;0;0;3;8;8
3004;1df;[D] hist-wos-ang (niem-ang*);historia, wiedza o społeczeństwie, język angielski;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;0;31;0;4;250.00000;tak;dwujęzyczny;44;0;43;1;0;42;2;0;2;2;0;0;2;0;0;2;0;2;5;0;0
3019;1dd;[D] mat-geogr-ang (niem-ang*);matematyka, geografia, język angielski;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;7;7;1;4;250.00000;tak;dwujęzyczny;60;1;59;1;0;59;1;0;14;14;0;0;14;0;0;0;0;0;9;7;7
3030;1a;[O] mat-geogr-ang (ang*-niem*);matematyka, geografia, język angielski;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;672;4;666;6;0;665;7;0;39;38;1;0;38;1;0;0;0;0;129;31;31
3040;1b;[O] biol-chem-mat (ang*-niem*);biologia, chemia, matematyka;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;501;2;496;5;0;496;5;0;32;32;0;0;32;0;0;0;0;0;86;31;30
3055;1c;[O] pol-hist-ang (ang*-niem*);język polski, historia, język angielski;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;31;31;1;4;200.00000;nie;ogólnodostępny;373;6;368;5;0;368;5;0;24;24;0;0;24;0;0;1;1;0;47;30;30
3263;0W;[DW] (niem-ang*);;;;10;798890;XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego;ul. Elektoralna;5-Jul;00-137;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;10;XVII Liceum Ogólnokształcące z Odd. Dwujęzycznymi im. A. Frycza Modrzewskiego;Warszawa;9;Śródmieście;Warszawa;31;31;1;5;250.00000;tak;wstępny;66;3;66;0;0;66;0;0;25;25;0;0;25;0;0;0;0;0;0;27;28
2755;1AF;[O] mat-fiz-inf (ang-niem*,fra*);matematyka, fizyka, informatyka;;;11;798908;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;ul. Smolna;30;00-375;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;11;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;Warszawa;9;Śródmieście;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;858;15;851;7;0;850;8;0;94;94;0;0;94;0;0;0;0;0;202;64;64
2770;1B;[O] mat-fiz-chem (ang-niem*,fra*);matematyka, fizyka, chemia;;;11;798908;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;ul. Smolna;30;00-375;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;11;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;Warszawa;9;Śródmieście;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;391;2;385;6;0;386;5;0;29;29;0;0;29;0;0;0;0;0;70;32;32
2781;1CD;[O] biol-chem-mat (ang-niem*,fra*);biologia, chemia, matematyka;;;11;798908;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;ul. Smolna;30;00-375;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;11;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;Warszawa;9;Śródmieście;Warszawa;64;32;2;4;200.00000;nie;ogólnodostępny;749;2;737;12;0;736;13;0;66;65;1;0;65;1;0;0;0;0;156;64;64
2810;1E;[O] pol-hist-wos (ang-niem*,fra*);język polski, historia, wiedza o społeczeństwie;;;11;798908;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;ul. Smolna;30;00-375;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;11;XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego;Warszawa;9;Śródmieście;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;501;6;497;4;0;496;5;0;26;26;0;0;26;0;0;0;0;0;78;32;32
4049;1AW;[O] pol-hist-wos (ang-wlo);język polski, historia, wiedza o społeczeństwie;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;416;2;412;4;0;411;5;0;19;18;1;0;17;2;0;0;0;0;84;16;16
4054;1AN;[O] pol-hist-wos (ang-niem);język polski, historia, wiedza o społeczeństwie;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;366;6;360;6;0;359;7;0;16;16;0;0;16;0;0;0;0;0;79;8;8
4055;1AR;[O] pol-hist-wos (ang-ros);język polski, historia, wiedza o społeczeństwie;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;237;1;234;3;0;234;3;0;10;10;0;0;10;0;0;0;0;0;44;8;8
4060;1B;[O] ang (ang-wlo);język angielski;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;32;32;1;4;200.00000;nie;ogólnodostępny;462;3;457;5;0;454;8;0;74;74;0;0;72;2;0;0;0;0;122;32;32
4064;1CW;[O] mat-fiz-inf (ang-wlo);matematyka, fizyka, informatyka;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;361;9;357;4;0;355;6;0;13;13;0;0;13;0;0;0;0;0;81;8;8
4065;1CNp;[O] mat-fiz-inf (ang-niem);matematyka, fizyka, informatyka;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;473;8;468;5;0;467;6;0;7;7;0;0;7;0;0;0;0;0;99;8;8
4070;1CNk;[O] mat-fiz-inf (ang-niem);matematyka, fizyka, informatyka;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;469;11;466;3;0;465;4;0;14;14;0;0;14;0;0;0;0;0;98;8;8
4075;1CR;[O] mat-fiz-inf (ang-ros);matematyka, fizyka, informatyka;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;274;7;270;4;0;268;6;0;5;5;0;0;5;0;0;0;0;0;59;8;8
4080;1DW;[O] mat-biol-chem (ang-wlo);matematyka, biologia, chemia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;401;0;395;6;0;393;8;0;17;16;1;0;16;1;0;0;0;0;89;16;16
4085;1DN;[O] mat-biol-chem (ang-niem);matematyka, biologia, chemia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;514;2;509;5;0;509;5;0;10;10;0;0;10;0;0;0;0;0;116;8;8
4090;1DR;[O] mat-biol-chem (ang-ros);matematyka, biologia, chemia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;261;0;256;5;0;256;5;0;5;5;0;0;5;0;0;0;0;0;54;8;8
4092;1EW;[O] mat-geogr (ang-wlo);matematyka, geografia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;476;0;473;3;0;472;4;0;24;24;0;0;24;0;0;0;0;0;132;8;8
4097;1ENp;[O] mat-geogr (ang-niem);matematyka, geografia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;468;2;465;3;0;465;3;0;15;15;0;0;15;0;0;0;0;0;104;8;8
4099;1ENk;[O] mat-geogr (ang-niem);matematyka, geografia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;438;1;433;5;0;433;5;0;16;16;0;0;16;0;0;0;0;0;105;8;8
4104;1ER;[O] mat-geogr (ang-ros);matematyka, geografia;;;22;798920;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;ul. Świętokrzyska;1;00-360;Śródmieście;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;22;XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego;Warszawa;9;Śródmieście;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;282;0;279;3;0;278;4;0;12;12;0;0;12;0;0;0;0;0;71;8;8
3575;1.1Np;[O] mat-fiz (ang-niem);matematyka, fizyka;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;343;1;340;3;0;341;2;0;10;10;0;0;10;0;0;0;0;0;64;8;8
3615;1.1Nk;[O] mat-fiz (ang-niem);matematyka, fizyka;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;346;2;342;4;0;343;3;0;11;10;1;0;10;1;0;0;0;0;57;8;8
3659;1.1Hp;[O] mat-fiz (ang-hisz);matematyka, fizyka;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;361;2;357;4;0;356;5;0;9;9;0;0;9;0;0;0;0;0;77;8;7
3664;1.1Hk;[O] mat-fiz (ang-hisz);matematyka, fizyka;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;272;1;268;4;0;268;4;0;9;9;0;0;9;0;0;0;0;0;53;8;7
3707;1.2Np;[O] mat-chem (ang-niem);matematyka, chemia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;171;1;169;2;0;169;2;0;7;7;0;0;7;0;0;0;0;0;25;8;8
3731;1.2Nk;[O] mat-chem (ang-niem);matematyka, chemia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;154;1;151;3;0;151;3;0;7;6;1;0;6;1;0;0;0;0;13;8;8
3741;1.2Hp;[O] mat-chem (ang-hisz);matematyka, chemia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;218;0;214;4;0;214;4;0;18;18;0;0;18;0;0;0;0;0;50;8;8
3746;1.2Hk;[O] mat-chem (ang-hisz);matematyka, chemia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;139;1;135;4;0;135;4;0;7;7;0;0;7;0;0;0;0;0;28;8;5
3756;1.3Nk;[O] hist-wos-niem (ang-niem);historia, wiedza o społeczeństwie, język niemiecki;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;166;2;164;2;0;160;6;0;5;5;0;0;3;2;0;0;0;0;17;16;16
3766;1.3Hk;[O] hist-wos-hiszp (ang-hisz);historia, wiedza o społeczeństwie, język hiszpański;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;16;32;0.5;4;200.00000;nie;ogólnodostępny;231;2;228;3;0;228;3;0;12;12;0;0;12;0;0;0;0;0;41;16;15
3786;1.4Np;[O] mat-geogr (ang-niem);matematyka, geografia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;268;1;267;1;0;267;1;0;10;10;0;0;10;0;0;0;0;0;66;8;8
3806;1.4Nk;[O] mat-geogr (ang-niem);matematyka, geografia;;;104;798937;VI Liceum Ogólnokształcące im. Tadeusza Reytana;ul. Wiktorska;30;02-587;Mokotów;Warszawa;918123;Warszawa (m);1465011;Warszawa;1465;MAZOWIECKIE;14;LO;szkoła publiczna;84;VI Liceum Ogólnokształcące im. Tadeusza Reytana;Warszawa;4;Mokotów;Warszawa;8;32;0.25;4;200.00000;nie;ogólnodostępny;302;2;300;2;0;300;2;0;14;14;0;0;14;0;0;0;0;0;58;8;7
